id;Title_course;Name;Date;Feedback
363;introduction-to-Back-End-Development;By Tanawat J;Jul 2, 2022;Great content with high well described. However half of the course content are Frontend
364;introduction-to-Back-End-Development;By Juan F H H;Aug 8, 2022;I would have loved to build a more interactive Web Page in the Labs
365;introduction-to-Back-End-Development;By Mahmoud S A A E F;Sep 13, 2022;Doesn't cover the basics of CSS and Bootstrap and it assume you have some knowledge about CSS and Bootstrap. Not beginner friendly but you still can make your with some external resources.
366;introduction-to-Back-End-Development;By Benoit G;Jul 23, 2022;waste of time, learn nothing, too much videos, half the link don't work. Not a good place to learn right now.
367;introduction-to-Back-End-Development;By Shivani J;Sep 3, 2022;"This course will give you a great introduction to Web Developement. After completing this course you will get a bigger picture of how things move between front-end and back-end, along with many other necessary details on the subject. 
The only thing I felt missing was the connection with the teaching staff or any moderators. I noticed there were issues about which many learners were confused but I found no response from the team. I didn't see any place in the course where I can leave some feedback, thats why I am writing it here. Thanks"
368;introduction-to-Back-End-Development;By David D;Aug 19, 2022;Sinceramente ayuda muchisimo, me gustaria un poco mas de ejercicios practicos, pero del resto todo excelete. Tendre que aprender aparte CSS que fue lo mas confuso para mi.
369;introduction-to-Back-End-Development;By Viktor K;Aug 19, 2022;"This is a wonderful course, made with soul.
This is a wonderful story in simple words about complex topics.
Huge thanks to the amazing creators and Meta Corporation.
I am a refugee from Ukraine studying to find a job and this course has been a huge support for me and my family during a difficult time after russia's dastardly attack on Ukraine."
370;introduction-to-Back-End-Development;By ABDULLAHI S S;Sep 1, 2022;A very good option for complete beginners but one needs more resources in order to master HTML and CSS as not everything can be covered. I suggest w3schools.com and developer.mozilla.org/en-US/ . There's also htmlreference.io and cssreference.io .
371;introduction-to-Back-End-Development;By Babatunde I A;Aug 25, 2022;This course was an eye-opener to web development in general and to the back-end in particular. Kudos to the lead female instructor and the rest of the Meta staff who helped to put it together. I am glad I took it and I am excited about taking the next course in the professional certificate.
372;introduction-to-Back-End-Development;By Sam Y;Sep 21, 2022;G?reat course. Lots of resources to keep a learner engaged.
373;introduction-to-Back-End-Development;By Abdulsalam O;Sep 10, 2022;I? fully enjoyed this course. As a beginner, this course clearly explained all I need to know about the basics of web development. I learnt a lot of new and cool things. I'd really reccomend this course for people
374;introduction-to-Back-End-Development;By Shatish D;Sep 19, 2022;I?t was a perfect course and I am looking forward to see what next part of course has to offer. Thanks to Coursera and Meta to help students like me in their development journy by making knowledge so accessable.
375;introduction-to-Back-End-Development;By Iddo B A;Aug 26, 2022;Definitly feel like the course is made to have you succeed, it's very well designed and made me  much more interested in web development all together. I definately learned and opsorbed alot of the material :)
376;introduction-to-Back-End-Development;By Ihor V;Sep 5, 2022;M?ybe it worth to rename the course to  introduction to the web development (and have one course instead of two), because syllabus for the Introduction to the Front-end develoment course is the same
377;introduction-to-Back-End-Development;By Douglas L d S;Aug 13, 2022;?Excelent course!
378;introduction-to-Back-End-Development;By Ursina S;Sep 19, 2022;G?reat! One of the best courses I've done so far. Can't wait to learn more. The only thing to improve would be a an additional practical subchapter about react with real coding projects.
379;introduction-to-Back-End-Development;By Oliver H;Aug 17, 2022;G?reat introduction, very clear explaination and great bonus materials to read through. Definitely equipping you with a great overview of all the basics and hence further development.
380;introduction-to-Back-End-Development;By Alejandro;Sep 8, 2022;M?y first time doing anything of this sort and this course was a very great introduction allowing me to get invloved while teaching me in a very comprehensive way.
381;introduction-to-Back-End-Development;By Mario M;Oct 25, 2022;?Great course structure and examples. Taught at a basic level with easy-to-understand steps. I'm now more curious about web development and eager to learn more!
382;introduction-to-Back-End-Development;By TRIDEV G;Aug 17, 2022;T?he Instructor was very good and deliberate at explain the concepts very clearly and simple. The tasks were interesting and overall the course is very good
383;introduction-to-Back-End-Development;By Alina K;Aug 18, 2022;T?his course is the best to start your web development journey and start your career. It helped me understand various web technologies. Thank u Meta<3
384;introduction-to-Back-End-Development;By Luciomar B d O;Jul 14, 2022;"Congratulations!!! Excellent dynamics, accurate and complete knowledge transfer, knowledge validation with motivating tests.
I was conquered. Thanks."
385;introduction-to-Back-End-Development;By Marcelo V;Oct 14, 2022;Very clear explanations are delivered in a step-by-step approach to teaching. The course highlights the key topics that we should learn from scratch
386;introduction-to-Back-End-Development;By Panagiotis S;Nov 1, 2022;Amazing introduction course. Not only teaches essential things at a great pace, but also makes you aware of many things you'll have to learn later.
387;introduction-to-Back-End-Development;By Dominica P;Sep 28, 2022;?This was an excellent course. I've taken a few web development course & this was an excellent review which also provided more in-depth details!
388;introduction-to-Back-End-Development;By ukatu i;Sep 27, 2022;T?he course was awesome, though i had trouble nagivating because it doesn't look more beginner friendly. The concepts were just briefy explained
389;introduction-to-Back-End-Development;By Tom;Aug 28, 2022;Exceptional! Extremely beginner friendly and plenty of provided resources to help you understand the various principles of html and css coding.
390;introduction-to-Back-End-Development;By Diego F;Aug 30, 2022;A very good introduction to general web development, just as any online course should be: not very long, intuitive, didactical and accesible.
391;introduction-to-Back-End-Development;By Camilo P;Oct 19, 2022;I?t's an amazing introductory course. higly recomended for those who don't have a clear idea about front-end nor back-end development.
392;introduction-to-Back-End-Development;By mohamed y y;Sep 16, 2022;"Excellent course, I found it very informative.
I started the course with some knowledge, but I learned a lot. I strongly recommend it."
393;introduction-to-Back-End-Development;By David O;Sep 20, 2022;G?reat recources and the instructor simplified the course as if she were teaching a 10yrs old. I really enjoyed learning with her.
394;introduction-to-Back-End-Development;By Brandon S;Sep 12, 2022;L?earned alot just on this one course alone. I'm starting with the Backend but it was nice to learn the basics of frontend. Worth it!
395;introduction-to-Back-End-Development;By Mariela N V;Aug 29, 2022;Muy bien las explicaciones, los recursos y los ejercicios prácticos. Es muy claro para ser el primer acercamiento a estos temas
396;introduction-to-Back-End-Development;By Jibon S;Oct 24, 2022;I?t whould have helped more if there was a reading material that covers top to bottom(1-4 W)  in one file, for me atleast.
397;introduction-to-Back-End-Development;By Monsur O;Sep 21, 2022;I?t is a well presented course. Informative for newbies and, also eye-opening for experienced developers. Thanks to Meta.
398;introduction-to-Back-End-Development;By Kamangu C N;Oct 10, 2022;I? enjoyed taking this course. It's well organized and helped me gain a bettter understanding of different technologies.
399;introduction-to-Back-End-Development;By ISHTIAQ H N;Jul 17, 2022;The best course I have ever enrolled in. Its contents are rich with learning materails and has an interactive syllabus.
400;introduction-to-Back-End-Development;By Kongsakun P;Jul 3, 2022;Before taking this course, I have no skills in Frontend and Backend. Taking this course was improving my skills so much.
401;introduction-to-Back-End-Development;By Thiago G S;Oct 27, 2022;M?aterial muito bem preparado, possui um conteúdo focado e de fácil compreensão. Aprendi muito fazendo este curso!
402;introduction-to-Back-End-Development;By Yarelys R R;Oct 25, 2022;T?hank you for this great summary and for including practicing from the start!! I enjoyed this course very much!!!
403;introduction-to-Back-End-Development;By Matias V;Oct 16, 2022;M?e gusto entender las bases de como funciona las paginas web tanto en el front como en el back end. Muy completo
404;introduction-to-Back-End-Development;By AVIRASH B 2;Aug 4, 2022;It is a Wonderfull Course, Explained each and every detail very Carefully and introduced many new things to me.
405;introduction-to-Back-End-Development;By Wasim R;Sep 18, 2022;T?he course is awesome. How each technology of web development and how internet works is explained very well.
406;introduction-to-Back-End-Development;By Otavio T;Aug 29, 2022;G?ood intro to front-end, covers HTML, CSS and a framework for it, and give a brief overview regarding React!
407;introduction-to-Back-End-Development;By Lucas B;Aug 22, 2022;Excelente introduccion y explicaciones! Por momentos de desfazaban los subtitulos unos segundos y molestaba.
408;introduction-to-Back-End-Development;By Eghosa O;Oct 19, 2022;O?ne word, amazing. Really detailed videos and provision of resources, i absolutely recommend this course.
409;introduction-to-Back-End-Development;By Bekzod A;Jul 29, 2022;The course is amazing and well-structured. It gives you best practises to gain quickly these knowledge.
410;introduction-to-Back-End-Development;By Son H;Aug 20, 2022;Great introduction
411;introduction-to-Back-End-Development;By Odey;Aug 5, 2022;good as an introduction cuz its cover the most important topic that every web developer should knows.
412;introduction-to-Back-End-Development;By Tayyab A;Jul 15, 2022;It was very informative course for me I will recomed everyone who is just starting his career in IT.
413;introduction-to-Back-End-Development;By Rana B;Nov 1, 2022;This course is very good and the way of teaching is also at next level. I really love  this course.
414;introduction-to-Back-End-Development;By Puneet A;Aug 25, 2022;O?ne of the best courses to get familiar with web development and to understand how the web works!!
415;introduction-to-Back-End-Development;By Juan M F;Aug 26, 2022;Fantastic approach to Web Development. Amazing JS Libraries and easily appliable to your web page.
416;introduction-to-Back-End-Development;By Usama S;Aug 15, 2022;It is a good course for beginners who want to start their web development careers. I recommend it.
417;introduction-to-Back-End-Development;By Alexander N;Oct 24, 2022;A? good starting point for anyone without experience in either front-end or back-end development.
418;introduction-to-Back-End-Development;By Aboho M;Sep 11, 2022;Many thanks for the opportunity. I learnt so many new things that improved my programming skills.
419;introduction-to-Back-End-Development;By Deleted A;Sep 29, 2022;t?his course isxceptiononal for beginners. I hvae learned more on here than free YouTube videos
420;introduction-to-Back-End-Development;By Jeroen d V;Oct 12, 2022;G?reat introduction course, high quality videos and good practice example to begin the journey
421;introduction-to-Back-End-Development;By Aryan K;Aug 23, 2022;I? can recommend this course to others who like to know about back-end development , It's fun.
422;introduction-to-Back-End-Development;By Carlos A R d l C;Sep 21, 2022;A?s the name says its an introduction but very informative to know the basics of a fullstack
423;introduction-to-Back-End-Development;By Ian;Jul 13, 2022;Simply awesome. Amazing presentation. Flawless lecturers. Useful knowledge. 100% Recommend.
424;introduction-to-Back-End-Development;By Marian S;Aug 25, 2022;Thank you for making the material so understandable. I look forward to learning much more.
425;introduction-to-Back-End-Development;By Hani R;Sep 3, 2022;This course is a great introductry to front and back end development. highly recommend it
426;introduction-to-Back-End-Development;By Rajaa a;Sep 5, 2022;"i learned a lot of new conceopts .. it;s a goos start in my journney in web development"
427;introduction-to-Back-End-Development;By subash r;Oct 25, 2022;I?t's good as frontend, and basics of backend. Loved coursera courses and Meta team.
428;introduction-to-Back-End-Development;By Mohamed;Oct 3, 2022;O?ne of the Best Course i´ve join i learn a lot even i work since 3 years in Web Dev
429;introduction-to-Back-End-Development;By Caspa_Anchor0321;Aug 24, 2022;"Great course; an awesome foundation for Front-End; Back-end; Full-stack Developer"
430;introduction-to-Back-End-Development;By ABISHANK N;Jul 29, 2022;V?ery good course for beginer-level. I like this course. Enchanced my knowledge.
431;introduction-to-Back-End-Development;By Prasad R M;Aug 14, 2022;This course introduction to back-end developer helps me to boost my knowledge.
432;introduction-to-Back-End-Development;By Mahmoud H;Oct 25, 2022;This a? powerful start for those who want to know about back-end development.
433;introduction-to-Back-End-Development;By Abdul R;Aug 19, 2022;it's an outstanding experience for me to start my journey as a web developer.
434;introduction-to-Back-End-Development;By Iziren O;Aug 1, 2022;T?he course was very well done and the instrutor(s) were quite knowledgeable.
435;introduction-to-Back-End-Development;By abdelrahman h;Sep 10, 2022;?Awesome course for beginners it's good enough to enrol on web development
436;introduction-to-Back-End-Development;By ted j t f;Oct 5, 2022;E?xcellent content!
437;introduction-to-Back-End-Development;By Md R H;Nov 3, 2022;Best for beginners to know how web works, how website styled and more.
438;introduction-to-Back-End-Development;By Adegoke D;Oct 1, 2022;The instructors teach very clearly and the course content is very rich
439;introduction-to-Back-End-Development;By nikhil p;Aug 6, 2022;Nice starting ..good and knowlegeble content with proper explnation ..
440;introduction-to-Back-End-Development;By Adura B;Jul 3, 2022;Amazing content presented in a simplified, easy to understand manner.
441;introduction-to-Back-End-Development;By Pedro G;Oct 11, 2022;V?ery good and interesting start to introduction of web development.
442;introduction-to-Back-End-Development;By Sayantan C;Sep 17, 2022;It was great course explnation was  awsome and very nicely presented
443;introduction-to-Back-End-Development;By Armin R;Aug 27, 2022;please some quizez are locked for me what should i do to unlock them
444;introduction-to-Back-End-Development;By Marko Š;Aug 28, 2022;Very nice intro to web development with lots of useful information.
445;introduction-to-Back-End-Development;By Ahmed E;Jul 12, 2022;G?reat introduction but it's mostly focus on front end not back end
446;introduction-to-Back-End-Development;By HachTUBE;Oct 6, 2022;j?'ai bien compris le cours , la methode est bonne, merci coursera
447;introduction-to-Back-End-Development;By Gbadamosi O A;Aug 1, 2022;This is a great way of introducing a beginner into web development
448;introduction-to-Back-End-Development;By FERNANDO C;Sep 19, 2022;I?t's so good this course to introduce yourself in the tech area.
449;introduction-to-Back-End-Development;By Mostafa A;Sep 16, 2022;I?t was amazing and I learned how to code in visual studio code.
450;introduction-to-Back-End-Development;By Habib A;Aug 6, 2022;Instructor is very good, and teaching  every aspect in details .
451;introduction-to-Back-End-Development;By Avishek G;Aug 4, 2022;very good course its clear all the basics about web Techonologies
452;introduction-to-Back-End-Development;By TRISHA G;Jul 12, 2022;V?ery well designed course with relatable and guided assesments.
453;introduction-to-Back-End-Development;By Govinda;Sep 21, 2022;T?his is a wonderfull course i really learn a lot of technology
454;introduction-to-Back-End-Development;By Gonzalo F;Sep 12, 2022;?Great work to start, also gives amazing adittional resources
455;introduction-to-Back-End-Development;By Egëzon B;Aug 21, 2022;Very nice course for beginners, but it could be a bit longer.
456;introduction-to-Back-End-Development;By Tinomudaishe N;Jul 28, 2022;T?he CSS gave me a bit of a hard time, But overally worth it!
457;introduction-to-Back-End-Development;By Konard K K A;Oct 23, 2022;This course provides a solid foundation upon which to build.
458;introduction-to-Back-End-Development;By Infinite I;Jul 4, 2022;This course was very well done and I thoroughly enjoyed it.
459;introduction-to-Back-End-Development;By Ian N;Aug 29, 2022;Good intro to Back-End Development & the web technologies.
460;introduction-to-Back-End-Development;By Md M;Jul 13, 2022;I? love this course. well designed and easy to understand.
461;introduction-to-Back-End-Development;By Andres A;Aug 8, 2022;Easy to follow, easy to understand. I really liked it!!!
462;introduction-to-Back-End-Development;By Alejandro B S;Jul 31, 2022;Very completely introduction to Web Development! Thanks.
463;introduction-to-Back-End-Development;By lahoucine k;Sep 4, 2022;It's an excellent course. It's an amazing experience  .
464;introduction-to-Back-End-Development;By ELDHO G;Jul 20, 2022;Rich Informative content from expert developers of Meta
465;introduction-to-Back-End-Development;By Moaaz A S;Aug 17, 2022;Great course for begginers to get into web development
466;introduction-to-Back-End-Development;By Kofoworola E G;Aug 1, 2022;It's been fun and engaging, can't wait to learn more!
467;introduction-to-Back-End-Development;By John W;Aug 30, 2022;It was a good touch up on the frontend technologies.
468;introduction-to-Back-End-Development;By Waqas M;Oct 23, 2022;b?est course learn a lot of basics from this course
469;introduction-to-Back-End-Development;By Seungwon H;Oct 5, 2022;W?ell-organized content and clean design of videos.
470;introduction-to-Back-End-Development;By Waqar A B;Aug 16, 2022;As being a backend developer. I enjoyed this course
471;introduction-to-Back-End-Development;By Ali E;Aug 18, 2022;Thnaks for making introudction to front-end easier
472;introduction-to-Back-End-Development;By Luis B;Oct 20, 2022;I?t's a great course the coding part is awesome!.
473;introduction-to-Back-End-Development;By Andre R;Sep 21, 2022;G?reat structure to begin your pathway into tech.
474;introduction-to-Back-End-Development;By Shehbaaz S;Sep 6, 2022;Q?uite Good for basics of Front End Development.
475;introduction-to-Back-End-Development;By Bright A;Jul 6, 2022;Great course and very informative, simple modules
476;introduction-to-Back-End-Development;By Deshan F;Nov 6, 2022;this course is great for the bigginers like me.
477;introduction-to-Back-End-Development;By Ahsan S;Nov 5, 2022;Great course to get overview of web development
478;introduction-to-Back-End-Development;By Pritish S T;Jul 15, 2022;It was a great starter and introduction course.
479;introduction-to-Back-End-Development;By Mahamud H;Jul 20, 2022;Exactly the same as Front End Development one!
480;introduction-to-Back-End-Development;By Ashraf Z;Sep 18, 2022;e?asy, understandable, clear and informative
481;introduction-to-Back-End-Development;By Anthony G I I;Sep 12, 2022;V?ery thorough teaching she did a great job!
482;introduction-to-Back-End-Development;By Chayanne G;Jul 25, 2022;The introduction is very clarify and dinamic
483;introduction-to-Back-End-Development;By Henrik L;Jul 25, 2022;Really great and professional made course
484;introduction-to-Back-End-Development;By Florin D;Sep 12, 2022;A? nice introduction to Web Development.
485;introduction-to-Back-End-Development;By Mhmd R;Sep 8, 2022;W?onderfull begining to web development.
486;introduction-to-Back-End-Development;By Joseph A;Aug 12, 2022;i like the interface and user experience
487;introduction-to-Back-End-Development;By Mitchell S;Aug 1, 2022;Loved it! especially how hands on it is.
488;introduction-to-Back-End-Development;By Mania I;Sep 8, 2022;i?t was very informtive and interactive
489;introduction-to-Back-End-Development;By Shughi N;Jul 28, 2022;g?ood explanation and practice example
490;introduction-to-Back-End-Development;By  Y A D;Nov 1, 2022;Amazing content and great instructor
491;introduction-to-Back-End-Development;By Elijah A P;Sep 19, 2022;Great course for absolute beginners.
492;introduction-to-Back-End-Development;By Heshan A;Jul 31, 2022;e?asy to follow and very informative
493;introduction-to-Back-End-Development;By Amanda V R d S;Sep 16, 2022;V?ery good! I recommend it for sure.
494;introduction-to-Back-End-Development;By Teresia A;Oct 25, 2022;s?o detailed and easy to understand
495;introduction-to-Back-End-Development;By Confidence W K;Jul 6, 2022;Practical knowledge oriented course.
496;introduction-to-Back-End-Development;By Shivam U;Sep 24, 2022;V?ery helpfull course for begginer
497;introduction-to-Back-End-Development;By Idris T;Sep 11, 2022;Great course, thank you Meta <3 :)
498;introduction-to-Back-End-Development;By Mboh B P N;Sep 14, 2022;?it amazing but finishes too quick
499;introduction-to-Back-End-Development;By Abduljelil B;Aug 10, 2022;great content. Amazing instructor.
500;introduction-to-Back-End-Development;By Samuel O O;Oct 3, 2022;S?traight forward and interesting
501;introduction-to-Back-End-Development;By J. J V J;Sep 3, 2022;Muy buena introducción este curso
502;introduction-to-Back-End-Development;By Prabhakaran A;Sep 29, 2022;G?reat in describing the basics
503;introduction-to-Back-End-Development;By Asmaa R;Sep 28, 2022;T?hanks for all your efforts <3
504;introduction-to-Back-End-Development;By Gowtham R;Nov 4, 2022;Overall the course was awesome
505;introduction-to-Back-End-Development;By Saheed A;Aug 22, 2022;this course is really good 100%
506;introduction-to-Back-End-Development;By Aman k s;Aug 9, 2022;very effective way of learning.
507;introduction-to-Back-End-Development;By prasannababu;Sep 4, 2022;G?reat Content and Interactive.
508;introduction-to-Back-End-Development;By Gautam K;Oct 8, 2022;s?uperb work for us students
509;introduction-to-Back-End-Development;By George N M;Aug 23, 2022;Excellent Content and Labs!
510;introduction-to-Back-End-Development;By Tinu G;Jul 5, 2022;Great course for beginners!!
511;introduction-to-Back-End-Development;By Hager A;Sep 20, 2022;g?ood foundation for backend
512;introduction-to-Back-End-Development;By Agus H;Aug 17, 2022;Nice course and good mentor
513;introduction-to-Back-End-Development;By Isreal b;Aug 9, 2022;I love Backend development
514;introduction-to-Back-End-Development;By Deffaldo F K;Nov 5, 2022;Very good course, Thanks!
515;introduction-to-Back-End-Development;By Elizandro G;Jul 8, 2022;Is good for instroduction
516;introduction-to-Back-End-Development;By Oeun P;Aug 15, 2022;Yes I like this course
517;introduction-to-Back-End-Development;By Jérémie P;Jul 5, 2022;C?lear, simple and easy.
518;introduction-to-Back-End-Development;By Saim S;Aug 3, 2022;Very deatiled course!
519;introduction-to-Back-End-Development;By Christopher W;Aug 8, 2022;Excellent beginner course
520;introduction-to-Back-End-Development;By subhasis m;Oct 30, 2022;I? learned and Loved Meta
521;introduction-to-Back-End-Development;By Kevin S L O;Jul 11, 2022;A good introduction!!
522;introduction-to-Back-End-Development;By Hossein H;Aug 8, 2022;Everything was great
523;introduction-to-Back-End-Development;By 312820104018 D N (;Oct 19, 2022;W?onderfull course!
524;introduction-to-Back-End-Development;By Francis G;Oct 18, 2022;G?reat intro course
525;introduction-to-Back-End-Development;By Amr I Y H;Aug 2, 2022;thank you very much
526;introduction-to-Back-End-Development;By Arghavan I;Jul 28, 2022;was really helpful.
527;introduction-to-Back-End-Development;By ahmed y;Jul 11, 2022;Great Refreshment !
528;introduction-to-Back-End-Development;By Bibek S;Jul 22, 2022;Great introduction
529;introduction-to-Back-End-Development;By José M R E;Sep 30, 2022;E?xcellent course!
530;introduction-to-Back-End-Development;By Jenny B;Jul 22, 2022;Thank you Coursera
531;introduction-to-Back-End-Development;By Carlos A r t;Sep 22, 2022;e?xcellent course
532;introduction-to-Back-End-Development;By Amy G F;Aug 5, 2022;Excellent course!
533;introduction-to-Back-End-Development;By Pablo E;Jul 3, 2022;v?ery nice course
534;introduction-to-Back-End-Development;By 777Trakrorist 7;Oct 3, 2022;best of the best
535;introduction-to-Back-End-Development;By Ahmed W K;Aug 20, 2022;very good course
536;introduction-to-Back-End-Development;By Enio G;Aug 16, 2022;It's really good
537;introduction-to-Back-End-Development;By Omar m e;Jul 12, 2022;very good course
538;introduction-to-Back-End-Development;By PRECIOUS E;Sep 23, 2022;g?ood teaching
539;introduction-to-Back-End-Development;By Michael W;Sep 15, 2022;G?reat course!
540;introduction-to-Back-End-Development;By Tonye W;Aug 9, 2022;Awesome course
541;introduction-to-Back-End-Development;By ismaeel a;Jul 21, 2022;E?asy to learn
542;introduction-to-Back-End-Development;By Dinuka H;Sep 12, 2022;tought me lot
543;introduction-to-Back-End-Development;By Raj D B;Aug 15, 2022;Great course!
544;introduction-to-Back-End-Development;By Azizur R;Aug 14, 2022;Great course.
545;introduction-to-Back-End-Development;By Falah H J;Jul 12, 2022;G?reat course
546;introduction-to-Back-End-Development;By Shi-Wei L;Jul 7, 2022;Good content!
547;introduction-to-Back-End-Development;By zin o;Oct 20, 2022;n?ice course
548;introduction-to-Back-End-Development;By Daniel A M M;Aug 28, 2022;great course
549;introduction-to-Back-End-Development;By Manuel E;Sep 12, 2022;E?xcellent!
550;introduction-to-Back-End-Development;By sirichot k;Aug 28, 2022;nice course
551;introduction-to-Back-End-Development;By Swastik S;Aug 24, 2022;Loved it !!
552;introduction-to-Back-End-Development;By Elisha S G;Jul 7, 2022;Exceptional
553;introduction-to-Back-End-Development;By Abubakar A G;Aug 23, 2022;Good Course
554;introduction-to-Back-End-Development;By Ignacio M A;Oct 23, 2022;M?uy bueno
555;introduction-to-Back-End-Development;By Valéria d S R;Aug 22, 2022;Very good!
556;introduction-to-Back-End-Development;By Mohsin K;Sep 4, 2022;wonderfull
557;introduction-to-Back-End-Development;By Maher A;Aug 29, 2022;wonderfull
558;introduction-to-Back-End-Development;By Younes A;Aug 7, 2022;Thank you.
559;introduction-to-Back-End-Development;By Santa T;Jul 5, 2022;good basic
560;introduction-to-Back-End-Development;By Sidhartha J;Nov 6, 2022;Wonderful
561;introduction-to-Back-End-Development;By Izundu D;Sep 22, 2022;Good one.
562;introduction-to-Back-End-Development;By Omnia O;Sep 11, 2022;A?wesome!
563;introduction-to-Back-End-Development;By Rajesh K;Aug 17, 2022;excellent
564;introduction-to-Back-End-Development;By Kashif A;Jul 22, 2022;Great.
565;introduction-to-Back-End-Development;By Ahmed S S;Aug 1, 2022;100/100
566;introduction-to-Back-End-Development;By Christian N;Sep 6, 2022;Loved it
567;introduction-to-Back-End-Development;By Sagi;Oct 11, 2022;Cool!!!
568;introduction-to-Back-End-Development;By Arslan A;Oct 7, 2022;best
569;introduction-to-Back-End-Development;By Michael E;Aug 15, 2022;Nice
570;introduction-to-Back-End-Development;By IBUKUN A;Jul 7, 2022;great
571;introduction-to-Back-End-Development;By Mochamad F;Aug 14, 2022;best
572;introduction-to-Back-End-Development;By Niccolò C;Aug 25, 2022;.
573;introduction-to-Back-End-Development;By Jaime G G;Oct 6, 2022;H?ere are some improving points, in my opinion:
574;introduction-to-Back-End-Development;By Ericka G;Sep 21, 2022;T?he course was good. Little fast paced for a beginner but great class. My lab didn't work until the very last day, so I was blind to what I was creating. The learning center for help was no help, but the other students really came through. Over all, I would take it again.
575;introduction-to-Back-End-Development;By Nitin;Aug 21, 2022;Overall, It was good! A great start for someone who is just setting foot inside the web development community. Looking forward to take the upcoming course and dive deep into these certification program.
576;introduction-to-Back-End-Development;By Michael A;Jul 27, 2022;This intro is a gentle overview of the front end, for many like me, it is a refresher course that adds new skills to old capabilities. I look forward to diving more into the back end of development.
577;introduction-to-Back-End-Development;By alfredo o;Sep 11, 2022;O?verall the course is solid, and provide a good, but broad understanding of the topic. An area that could be improved is the assignments, they feel a bit too guided and easy.
578;introduction-to-Back-End-Development;By Mohammad Z;Aug 20, 2022;The course teaches the basics of internet, html, css and bootstrap. The overall structure of the course was good but I feel that lectures were a little bit rushed and the tone of  the instructor  was devoid of any humour and even felt robotic.
579;introduction-to-Back-End-Development;By Yathin B M;Oct 25, 2022;C?ourse is good. Topics are slightly off from the intent of this course. Weeks 2-3 are mostly on HTML/CSS/Bootstrap which are more related to Front End Development.
580;introduction-to-Back-End-Development;By Zejd I;Aug 25, 2022;Very basic course with easy assesments. Maybe even 3 stars, but I am thrilled in waiting for other courses in this Specialization
581;introduction-to-Back-End-Development;By Lily;Nov 1, 2022;some subtitles or captions have errors such as inconsistency or slower or faster than the corresponding speech in the videos.
582;introduction-to-Back-End-Development;By Dhruva E;Sep 3, 2022;A great introduction  to the internet world and it's technologies. Could've been more challenging if included more labs.
583;introduction-to-Back-End-Development;By Mohamed A A;Aug 9, 2022;I hope it had more videos than articles. I also hope that bootstrap was explained in more detail. But it was good.
584;introduction-to-Back-End-Development;By Rudra S;Aug 9, 2022;T?he course's name is introduction to backend development but they taught all about front end. kinda confused now.
585;introduction-to-Back-End-Development;By Shamrai M V;Jul 28, 2022;As for me, that's introduction to front-end development and not back-end development
586;introduction-to-Back-End-Development;By MATTHEW B;Oct 2, 2022;T?he second aspect is Python that I see and I have been told it will be Javascript
587;introduction-to-Back-End-Development;By Justin B;Sep 27, 2022;v?ery broad overview of interent as well as a look into back end development
588;introduction-to-Back-End-Development;By Sandra C;Sep 11, 2022;T?he autograder for the submitted labs needs tweaking but outstanding course.
589;introduction-to-Back-End-Development;By Jahedul A;Jul 21, 2022;Very Very Basic.
590;introduction-to-Back-End-Development;By Esmaaeel A;Jul 24, 2022;It is create course to  start with a big step in building your futuer.
591;introduction-to-Back-End-Development;By Vitamax O;Sep 19, 2022;I?t a wonderful course for the beginners in web-applications.
592;introduction-to-Back-End-Development;By Thota m s s;Jul 23, 2022;Great courses. Goes through depth and easy to unnderstand.
593;introduction-to-Back-End-Development;By Hayatudeen A;Aug 26, 2022;It is designed to get you started with web development
594;introduction-to-Back-End-Development;By Alberto M;Oct 21, 2022;V?ery good as a primer but the content is quite basic
595;introduction-to-Back-End-Development;By Jose D A;Oct 7, 2022;G?ood intro but you should dive more into subjects
596;introduction-to-Android-Mobile-Application-Development;By Richard C;Aug 27, 2022;I? was super impressed with this first course when I started it, but I became less satisfied when I progressed into it further.  The quality of the production is amazing and the instructor seems quite good.  It looks like serious effort was put into making this look top notch.  It may be the nicest looking course I've ever taken on Coursera.
597;introduction-to-Android-Mobile-Application-Development;By Roshan K P;Oct 8, 2022;T?his course was really very useful, it gave me the much needed foundation for android developement.
598;introduction-to-Android-Mobile-Application-Development;By ed V;Sep 30, 2022;C?ourse is good, it feels like a good way to introduce android development, while not being vague and basic.
599;introduction-to-Android-Mobile-Application-Development;By Fatungase Q;Aug 24, 2022;I really enjoyed taking tis course, I loved how every aspect was broken down into easy concepts to help understand them without difficulty. I would definitely recommend for anyone going into android development.
600;introduction-to-Android-Mobile-Application-Development;By GULSHER K;Oct 31, 2022;T?his is one of the best course to get core knowlegde of android ,android studio and emulators.This course only for beginners who want to know what is android and how its works.
601;introduction-to-Android-Mobile-Application-Development;By Cintya G;Oct 8, 2022;A?chei o conteúdo do curso bem completo e conciso. A instrutora realmente passa todas as informações de forma clara e bem explicada. O projeto explorado durante o curso também foi interessante.
602;introduction-to-Android-Mobile-Application-Development;By Phùng ? H;Sep 29, 2022;"O?ne of the best Course for beginers who are starting there journey for Mobile Application Development.
Thanks Coursera for giving me the chance to explore more in my career."
603;introduction-to-Android-Mobile-Application-Development;By Hamza A;Sep 28, 2022;"O?ne of the best Course for beginers who are starting there journey for Mobile Application Development.
Thanks Coursera for giving me the chance to explore more in my career"
